D3-SRR4342133__metabat_output_18	{'GC': 0.6289004673304113, 'GC std': 0.016538334972978706, 'Genome size': 275608, '# ambiguous bases': 0, '# scaffolds': 82, '# contigs': 82, 'Longest scaffold': 6690, 'Longest contig': 6690, 'N50 (scaffolds)': 3289, 'N50 (contigs)': 3289, 'Mean scaffold length': 3361.0731707317073, 'Mean contig length': 3361.0731707317073, 'Coding density': 0.9513874778671156, 'Translation table': 11, '# predicted genes': 294}
D3-SRR4342133__metabat_output_12	{'GC': 0.4133174734615565, 'GC std': 0.018867713166703423, 'Genome size': 1577146, '# ambiguous bases': 0, '# scaffolds': 237, '# contigs': 237, 'Longest scaffold': 34368, 'Longest contig': 34368, 'N50 (scaffolds)': 8623, 'N50 (contigs)': 8623, 'Mean scaffold length': 6654.62447257384, 'Mean contig length': 6654.62447257384, 'Coding density': 0.9542826092194382, 'Translation table': 11, '# predicted genes': 1637}
D3-SRR4342133__metabat_output_19	{'GC': 0.5785412439168226, 'GC std': 0.013790774146855875, 'Genome size': 961463, '# ambiguous bases': 0, '# scaffolds': 247, '# contigs': 247, 'Longest scaffold': 13511, 'Longest contig': 13511, 'N50 (scaffolds)': 3756, 'N50 (contigs)': 3756, 'Mean scaffold length': 3892.5627530364372, 'Mean contig length': 3892.5627530364372, 'Coding density': 0.933391092532942, 'Translation table': 11, '# predicted genes': 1025}
D3-SRR4342133__metabat_output_17	{'GC': 0.3915096784803293, 'GC std': 0.01497606576300675, 'Genome size': 1118874, '# ambiguous bases': 0, '# scaffolds': 190, '# contigs': 190, 'Longest scaffold': 26337, 'Longest contig': 26337, 'N50 (scaffolds)': 6632, 'N50 (contigs)': 6632, 'Mean scaffold length': 5888.8105263157895, 'Mean contig length': 5888.8105263157895, 'Coding density': 0.962129784050751, 'Translation table': 11, '# predicted genes': 1207}
D3-SRR4342133__metabat_output_10	{'GC': 0.47443599569620903, 'GC std': 0.03130921451557234, 'Genome size': 1439661, '# ambiguous bases': 0, '# scaffolds': 378, '# contigs': 378, 'Longest scaffold': 15744, 'Longest contig': 15744, 'N50 (scaffolds)': 3796, 'N50 (contigs)': 3796, 'Mean scaffold length': 3808.626984126984, 'Mean contig length': 3808.626984126984, 'Coding density': 0.9139401567452338, 'Translation table': 11, '# predicted genes': 1586}
D3-SRR4342133__metabat_output_20	{'GC': 0.7109595233807331, 'GC std': 0.01776837341757223, 'Genome size': 272083, '# ambiguous bases': 0, '# scaffolds': 81, '# contigs': 81, 'Longest scaffold': 6278, 'Longest contig': 6278, 'N50 (scaffolds)': 3257, 'N50 (contigs)': 3257, 'Mean scaffold length': 3359.0493827160494, 'Mean contig length': 3359.0493827160494, 'Coding density': 0.9515147951176663, 'Translation table': 11, '# predicted genes': 356}
D3-SRR4342133__metabat_output_16	{'GC': 0.4101423518406529, 'GC std': 0.017933314372081576, 'Genome size': 1729658, '# ambiguous bases': 0, '# scaffolds': 50, '# contigs': 50, 'Longest scaffold': 184978, 'Longest contig': 184978, 'N50 (scaffolds)': 50336, 'N50 (contigs)': 50336, 'Mean scaffold length': 34593.16, 'Mean contig length': 34593.16, 'Coding density': 0.9612657531141995, 'Translation table': 11, '# predicted genes': 1608}
D3-SRR4342133__metabat_output_15	{'GC': 0.5448224843173931, 'GC std': 0.016059796098394245, 'Genome size': 1330136, '# ambiguous bases': 0, '# scaffolds': 53, '# contigs': 53, 'Longest scaffold': 104506, 'Longest contig': 104506, 'N50 (scaffolds)': 37997, 'N50 (contigs)': 37997, 'Mean scaffold length': 25096.905660377357, 'Mean contig length': 25096.905660377357, 'Coding density': 0.93766126170557, 'Translation table': 11, '# predicted genes': 1156}
D3-SRR4342133__metabat_output_11	{'GC': 0.6144638930016482, 'GC std': 0.01674977725315529, 'Genome size': 1981638, '# ambiguous bases': 0, '# scaffolds': 309, '# contigs': 309, 'Longest scaffold': 45369, 'Longest contig': 45369, 'N50 (scaffolds)': 7805, 'N50 (contigs)': 7805, 'Mean scaffold length': 6413.0679611650485, 'Mean contig length': 6413.0679611650485, 'Coding density': 0.915778764839996, 'Translation table': 11, '# predicted genes': 2093}
D3-SRR4342133__metabat_output_14	{'GC': 0.44035470399316023, 'GC std': 0.021480815565574737, 'Genome size': 1094772, '# ambiguous bases': 0, '# scaffolds': 293, '# contigs': 293, 'Longest scaffold': 15948, 'Longest contig': 15948, 'N50 (scaffolds)': 3549, 'N50 (contigs)': 3549, 'Mean scaffold length': 3736.4232081911264, 'Mean contig length': 3736.4232081911264, 'Coding density': 0.913033946794401, 'Translation table': 11, '# predicted genes': 1209}
D3-SRR4342133__metabat_output_8	{'GC': 0.44908189446580044, 'GC std': 0.022175871109691443, 'Genome size': 985671, '# ambiguous bases': 0, '# scaffolds': 215, '# contigs': 215, 'Longest scaffold': 18693, 'Longest contig': 18693, 'N50 (scaffolds)': 4634, 'N50 (contigs)': 4634, 'Mean scaffold length': 4584.516279069768, 'Mean contig length': 4584.516279069768, 'Coding density': 0.9482109141894202, 'Translation table': 11, '# predicted genes': 998}
D3-SRR4342133__metabat_output_6	{'GC': 0.5882506933603704, 'GC std': 0.015240292203902309, 'Genome size': 932055, '# ambiguous bases': 0, '# scaffolds': 227, '# contigs': 227, 'Longest scaffold': 11956, 'Longest contig': 11956, 'N50 (scaffolds)': 4126, 'N50 (contigs)': 4126, 'Mean scaffold length': 4105.969162995595, 'Mean contig length': 4105.969162995595, 'Coding density': 0.9338805113432147, 'Translation table': 11, '# predicted genes': 1060}
D3-SRR4342133__metabat_output_13	{'GC': 0.6196761174314275, 'GC std': 0.02327575575923229, 'Genome size': 3281745, '# ambiguous bases': 0, '# scaffolds': 571, '# contigs': 571, 'Longest scaffold': 30216, 'Longest contig': 30216, 'N50 (scaffolds)': 6600, 'N50 (contigs)': 6600, 'Mean scaffold length': 5747.364273204904, 'Mean contig length': 5747.364273204904, 'Coding density': 0.9063702390039445, 'Translation table': 11, '# predicted genes': 2990}
D3-SRR4342133__metabat_output_21	{'GC': 0.6063916049017241, 'GC std': 0.02016564303418781, 'Genome size': 2472681, '# ambiguous bases': 0, '# scaffolds': 48, '# contigs': 48, 'Longest scaffold': 266140, 'Longest contig': 266140, 'N50 (scaffolds)': 124997, 'N50 (contigs)': 124997, 'Mean scaffold length': 51514.1875, 'Mean contig length': 51514.1875, 'Coding density': 0.9045825159007571, 'Translation table': 11, '# predicted genes': 2460}
D3-SRR4342133__metabat_output_1	{'GC': 0.682119675778501, 'GC std': 0.01606539970132735, 'Genome size': 3589398, '# ambiguous bases': 0, '# scaffolds': 242, '# contigs': 242, 'Longest scaffold': 65839, 'Longest contig': 65839, 'N50 (scaffolds)': 22070, 'N50 (contigs)': 22070, 'Mean scaffold length': 14832.223140495867, 'Mean contig length': 14832.223140495867, 'Coding density': 0.8979062784344338, 'Translation table': 11, '# predicted genes': 2905}
D3-SRR4342133__metabat_output_3	{'GC': 0.6301988606536001, 'GC std': 0.01672451642421104, 'Genome size': 2362056, '# ambiguous bases': 0, '# scaffolds': 537, '# contigs': 537, 'Longest scaffold': 19766, 'Longest contig': 19766, 'N50 (scaffolds)': 4441, 'N50 (contigs)': 4441, 'Mean scaffold length': 4398.614525139665, 'Mean contig length': 4398.614525139665, 'Coding density': 0.9272091770897896, 'Translation table': 11, '# predicted genes': 2668}
D3-SRR4342133__metabat_output_5	{'GC': 0.48849427803210327, 'GC std': 0.014459015815279256, 'Genome size': 2112123, '# ambiguous bases': 0, '# scaffolds': 341, '# contigs': 341, 'Longest scaffold': 36265, 'Longest contig': 36265, 'N50 (scaffolds)': 6847, 'N50 (contigs)': 6847, 'Mean scaffold length': 6193.909090909091, 'Mean contig length': 6193.909090909091, 'Coding density': 0.9271898464246637, 'Translation table': 11, '# predicted genes': 2076}
D3-SRR4342133__metabat_output_7	{'GC': 0.45735565955918, 'GC std': 0.02502483135972001, 'Genome size': 2588585, '# ambiguous bases': 0, '# scaffolds': 333, '# contigs': 333, 'Longest scaffold': 46788, 'Longest contig': 46788, 'N50 (scaffolds)': 10010, 'N50 (contigs)': 10010, 'Mean scaffold length': 7773.528528528528, 'Mean contig length': 7773.528528528528, 'Coding density': 0.8921970883706736, 'Translation table': 11, '# predicted genes': 2523}
D3-SRR4342133__metabat_output_4	{'GC': 0.3438595716378979, 'GC std': 0.01568118003166854, 'Genome size': 3849080, '# ambiguous bases': 0, '# scaffolds': 755, '# contigs': 755, 'Longest scaffold': 67029, 'Longest contig': 67029, 'N50 (scaffolds)': 5247, 'N50 (contigs)': 5247, 'Mean scaffold length': 5098.119205298013, 'Mean contig length': 5098.119205298013, 'Coding density': 0.9276655720327974, 'Translation table': 11, '# predicted genes': 5109}
D3-SRR4342133__metabat_output_9	{'GC': 0.5674004523370333, 'GC std': 0.01958523345065655, 'Genome size': 4027970, '# ambiguous bases': 0, '# scaffolds': 617, '# contigs': 617, 'Longest scaffold': 87077, 'Longest contig': 87077, 'N50 (scaffolds)': 7755, 'N50 (contigs)': 7755, 'Mean scaffold length': 6528.314424635332, 'Mean contig length': 6528.314424635332, 'Coding density': 0.9295223152108879, 'Translation table': 11, '# predicted genes': 4294}
D3-SRR4342133__metabat_output_2	{'GC': 0.3335811850424908, 'GC std': 0.03322930521142209, 'Genome size': 6638378, '# ambiguous bases': 0, '# scaffolds': 1402, '# contigs': 1402, 'Longest scaffold': 32134, 'Longest contig': 32134, 'N50 (scaffolds)': 4933, 'N50 (contigs)': 4933, 'Mean scaffold length': 4734.934379457917, 'Mean contig length': 4734.934379457917, 'Coding density': 0.9576780653346345, 'Translation table': 11, '# predicted genes': 8133}
